1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam.	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc.	3	Hình học
849	Cuộc khám xét kéo dài hơn hai giờ liền, trong khi bên ngoài khu vực phong tỏa, người dân Hà Nội kéo tới xem rất đông.	Dù cuộc khám xét kéo dài, nhưng không có người dân nào tới xem bên ngoài khu vực phong tỏa ở Hà Nội.	0	Pháp Luật
850	Cuộc khám xét kéo dài hơn hai giờ liền, trong khi bên ngoài khu vực phong tỏa, người dân Hà Nội kéo tới xem rất đông.	Bên ngoài khu vực phong tỏa, người dân Hà Nội tò mò kéo tới để xem cuộc khám xét kéo dài hơn ba tiếng liền.	2	Pháp Luật
851	13 giờ 30 phút chiều nay, lực lượng công an đã đọc lệnh khởi tố bị can Mai Thanh Hải với tội danh ban đầu là "nhận hối lộ".	Lúc 13 giờ 30 phút chiều hôm nay, cảnh sát đã phát lệnh bắt bị can Mai Thanh Hải với cáo buộc ban đầu về "nhận hối lộ".	4	Pháp Luật
852	14 giờ 30 phút chiều nay, lực lượng công an đã đọc lệnh khởi tố bị can Mai Thanh Hải với tội danh ban đầu là "nhận hối lộ".	Không có lệnh khởi tố nào được đọc cho Mai Thanh Hải vào thời gian 13 giờ 30 phút chiều nay.	0	Pháp Luật
853	15 giờ 30 phút chiều nay, lực lượng công an đã đọc lệnh khởi tố bị can Mai Thanh Hải với tội danh ban đầu là "nhận hối lộ".	Lực lượng công an đóng một vai trò quan trọng trong việc duy trì trật tự và an ninh trong xã hội.	1	Pháp Luật
854	Xe được đăng ký lần đầu vào ngày 5 tháng 5 năm 1990 với số máy D6BRJ0202233, số khung 6061332172.	Xe đã được đăng ký ngày 5 tháng 5 năm 1990, với số máy là D6BRJ0202233 và số khung là 6061332172.	4	Xe Cộ
855	Xe được đăng ký lần đầu vào ngày 5 tháng 5 năm 1990 với số máy D6BRJ0202233, số khung 6061332172.	Xe không được đăng ký vào ngày 5 tháng 5 năm 1990, và không có số máy D6BRJ0202233 hoặc số khung 6061332172.	0	Xe Cộ
856	Xe được đăng ký lần đầu vào ngày 5 tháng 5 năm 1990 với số máy D6BRJ0202233, số khung 6061332172.	Xe Ducati là 1 loại xe phân khối lớn với giá cả đắt đỏ	1	Xe Cộ
857	Kể từ ngày 11-7-2004 đến nay, anh Chuyển là người thứ năm tại Bãi Tiên đã bị các nhân viên thuộc khu du lịch này hành hung.	Từ ngày 11-7-2004 đến hiện tại, anh Chuyển là người thứ năm tại Bãi Tiên bị nhân viên của khu du lịch này tấn công.	4	Du Lịch
858	Kể từ ngày 11-7-2004 đến nay, anh Chuyển là người thứ năm tại Bãi Tiên đã bị các nhân viên thuộc khu du lịch này hành hung.	Anh Chuyển không bị bất kỳ nhân viên nào thuộc khu du lịch Bãi Tiên tấn công từ ngày 11-7-2004 đến nay.	0	Du Lịch
859	Kể từ ngày 11-7-2004 đến nay, anh Chuyển là người thứ năm tại Bãi Tiên đã bị các nhân viên thuộc khu du lịch này hành hung.	Đà Nẵng có rất nhiều khu du lịch đẹp và đáng đến một lần trong đời	1	Du Lịch
860	Ở huyện miền núi Ba Tơ (tỉnh Quảng Ngãi) có những rừng cây bạt ngàn toàn gỗ lim.	Trong huyện miền núi Ba Tơ (tỉnh Quảng Ngãi), không có rừng cây bạt ngàn nào chứa gỗ lim.	0	Thiên Nhiên
861	Ở huyện miền núi Ba Tơ (tỉnh Quảng Ngãi) có những rừng cây bạt ngàn toàn gỗ lim.	Trong huyện miền núi Ba Tơ (tỉnh Quảng Ngãi), có những khu rừng bạt ngàn chỉ chứa gỗ lim.	3	Thiên Nhiên
862	Ở huyện miền núi Ba Tơ (tỉnh Quảng Ngãi) có những rừng cây bạt ngàn toàn gỗ lim.	Có nhiều loại gỗ được chúng ta sử dụng để trưng bày trong đó không thể không kể đến gỗ lim	1	Thiên Nhiên
863	Theo dõi đêm hội thật chăm chú, cựu chiến binh Nguyễn Khái Hưng - giám đốc làng hữu nghị - cứ cười suốt, ông biết các con trong làng sẽ có thêm những đêm vui.	Theo dõi đêm hội một cách tập trung, cựu chiến binh Nguyễn Khái Hưng - giám đốc của làng hữu nghị - luôn mỉm cười, ông hiểu rằng các cư dân trong làng sẽ thêm niềm vui vào đêm hội.	4	Đời Sống
864	Theo dõi đêm hội thật chăm chú, cựu chiến binh Nguyễn Khái Hưng - giám đốc làng hữu nghị - cứ cười suốt, ông biết các con trong làng sẽ có thêm những đêm vui.	Không quan tâm đến đêm hội, cựu chiến binh Nguyễn Khái Hưng - giám đốc làng hữu nghị - trầm mặc suốt thời gian, ông không nghĩ rằng các con trong làng sẽ có thêm niềm vui vào đêm hội.	1	Đời Sống
865	Theo dõi đêm hội thật chăm chú, cựu chiến binh Nguyễn Khái Hưng - giám đốc làng hữu nghị - cứ cười suốt, ông biết các con trong làng sẽ có thêm những đêm vui.	Những người sau khi trải qua những trận chiến sinh tử để bảo vệ tổ quốc họ là những người thật sự bản lĩnh.	1	Đời Sống
866	Hơn hai giờ sau đó, một tổ cứu viện ở Tháp Chàm (Ninh Thuận) được điều ngay đến hiện trường để khắc phục sự cố.	Sau hơn hai giờ từ sự cố, một đội cứu viện tại Tháp Chàm (Ninh Thuận) đã được triển khai ngay đến hiện trường để giải quyết tình huống.	4	Đời Sống
867	Hơn hai giờ sau đó, một tổ cứu viện ở Tháp Chàm (Ninh Thuận) được điều ngay đến hiện trường để khắc phục sự cố.	Dù đã qua hai giờ kể từ sự cố, không có đội cứu viện nào được gửi đến hiện trường ở Tháp Chàm (Ninh Thuận) để xử lý tình hình.	0	Đời Sống
868	Hơn hai giờ sau đó, một tổ cứu viện ở Tháp Chàm (Ninh Thuận) được điều ngay đến hiện trường để khắc phục sự cố.	Sau khi vụ án xảy ra thì các nhân viên y tế có mặt ngay lập tức để cứu người	0	Đời Sống
869	10 giờ 30 phút ngày 25 - 9, Thủ tướng Phan Văn Khải đã bấm nút phát lệnh khởi công xây dựng cầu Cần Thơ.	Vào thời điểm 10 giờ 30 phút ngày 25 - 9, Thủ tướng Phan Văn Khải đã kích hoạt nút để bắt đầu xây dựng cầu Cần Thơ.	4	Xây Dựng
870	11 giờ 30 phút ngày 25 - 9, Thủ tướng Phan Văn Khải đã bấm nút phát lệnh khởi công xây dựng cầu Cần Thơ.	Lúc 10 giờ 30 phút ngày 25 - 9, Thủ tướng Phan Văn Khải đã quyết định không phát lệnh khởi công xây dựng cầu Cần Thơ.	0	Xây Dựng
871	12 giờ 30 phút ngày 25 - 9, Thủ tướng Phan Văn Khải đã bấm nút phát lệnh khởi công xây dựng cầu Cần Thơ.	Không một công trình nào mà không có sự góp mặt của những người công nhân cả	1	Xây Dựng
872	Thông cáo được ký bởi "Toàn thể nhân viên công ty Central Trading & Development" ngày 24 - 9 ghi rõ:	Thông cáo ngày 24 - 9, được ký bởi "Toàn thể nhân viên công ty Central Trading & Development", đã được ghi rõ.	4	Kinh Doanh
873	Thông cáo được ký bởi "Toàn thể nhân viên công ty Central Trading & Development" ngày 24 - 9 ghi rõ:	Thông cáo ngày 24 - 9, không được ký bởi "Toàn thể nhân viên công ty Central Trading & Development", không ghi rõ.	0	Kinh Doanh
874	Thông cáo được ký bởi "Toàn thể nhân viên công ty Central Trading & Development" ngày 24 - 9 ghi rõ:	Các công ty đã bị buộc phải đóng cửa vì dịch bệnh Covid 19.	1	Kinh Doanh
875	Xen kẽ giữa các tiết mục, ban tổ chức đã vận động và được đông đảo khán giả cùng tham gia ký tên cũng như quyên góp vào quỹ ủng hộ.	 Xen kẽ giữa các tiết mục, ban tổ chức đã khuyến khích và thu hút sự tham gia của đông đảo khán giả vào việc ký tên và quyên góp vào quỹ ủng hộ.	4	Giúp Đỡ
876	Xen kẽ giữa các tiết mục, ban tổ chức đã vận động và được đông đảo khán giả cùng tham gia ký tên cũng như quyên góp vào quỹ ủng hộ.	 Không xen kẽ giữa các tiết mục, ban tổ chức không có sự vận động và không thu hút khán giả tham gia ký tên hoặc quyên góp vào quỹ ủng hộ.	0	Giúp Đỡ
877	Xen kẽ giữa các tiết mục, ban tổ chức đã vận động và được đông đảo khán giả cùng tham gia ký tên cũng như quyên góp vào quỹ ủng hộ.	Mùa lũ ở khu vực miền Trung đã khiến cho bao gia đình tan nát, họ cần được mọi người trợ giúp để có cuộc sống ổn hơn.	1	Giúp Đỡ
878	Từ đầu năm 1992, một số doanh nghiệp nhà nước bắt đầu thí điểm tái cơ cấu để trở thành các công ty cổ phần hiện đại.	Từ đầu năm 1992, một số doanh nghiệp nhà nước bắt đầu thực hiện thí điểm tái cơ cấu để trở thành các công ty cổ phần tiên tiến.	4	Kinh Doanh
879	Từ đầu năm 1992, một số doanh nghiệp nhà nước bắt đầu thí điểm tái cơ cấu để trở thành các công ty cổ phần hiện đại.	Không từ đầu năm 1992, tất cả doanh nghiệp nhà nước không tham gia thí điểm tái cơ cấu để trở thành các công ty cổ phần hiện đại.	0	Kinh Doanh
880	Từ đầu năm 1992, một số doanh nghiệp nhà nước bắt đầu thí điểm tái cơ cấu để trở thành các công ty cổ phần hiện đại.	Doanh nghiệp đã trở lại hoạt động ngay sau khi dịch covid được kiểm soát.	1	Kinh Doanh
881	Ngay cả luật pháp cũng không cho phép đặt trạm thu như vậy, không có luật lệ nào trên đất nước Việt Nam lại cho phép cách mấy chục mét lại đặt một trạm thu phí.	Luật pháp không ủng hộ việc đặt trạm thu như vậy, không có quy định nào tại Việt Nam cho phép cách mấy chục mét lại đặt một trạm thu phí.	4	Pháp Luật
882	Ngay cả luật pháp cũng không cho phép đặt trạm thu như vậy, không có luật lệ nào trên đất nước Việt Nam lại cho phép cách mấy chục mét lại đặt một trạm thu phí.	Luật pháp cho phép đặt trạm thu như vậy, tại Việt Nam có quy định cho phép cách mấy chục mét lại đặt một trạm thu phí.	0	Pháp Luật
883	Ngay cả luật pháp cũng không cho phép đặt trạm thu như vậy, không có luật lệ nào trên đất nước Việt Nam lại cho phép cách mấy chục mét lại đặt một trạm thu phí.	Các trạm thu phí đã mọc lên một cách mất kiểm soát mà pháp luật không cho phép	2	Pháp Luật
884	8 giờ ngày 22-9-2004, chúng tôi có mặt tại trạm thu phí số 2 đặt trên tiểu đảo của giao lộ Nguyễn Tất Thành - Tôn Thất Thuyết và Nguyễn Thần Hiến, quận 4.	Vào lúc 8 giờ sáng ngày 22-9-2004, chúng tôi đã đến trạm thu phí số 2 ở tiểu đảo của giao lộ Nguyễn Tất Thành - Tôn Thất Thuyết và Nguyễn Thần Hiến, thuộc quận 4.	3	Đời Sống
885	9 giờ ngày 22-9-2004, chúng tôi có mặt tại trạm thu phí số 2 đặt trên tiểu đảo của giao lộ Nguyễn Tất Thành - Tôn Thất Thuyết và Nguyễn Thần Hiến, quận 4.	Lúc 22 giờ ngày 8-9-2004, chúng tôi đã rời khỏi trạm thu phí số 2 tại tiểu đảo của giao lộ Nguyễn Tất Thành - Tôn Thất Thuyết và Nguyễn Thần Hiến, quận 4.	1	Đời Sống
886	10 giờ ngày 22-9-2004, chúng tôi có mặt tại trạm thu phí số 2 đặt trên tiểu đảo của giao lộ Nguyễn Tất Thành - Tôn Thất Thuyết và Nguyễn Thần Hiến, quận 4.	Hôm qua tôi đi trên đường thấy trạm thu phí đang được xây dựng ngay cạnh một khu công nghiệp bỏ hoang	2	Đời Sống
887	Những người cầm lái dư luận trong giới truyền thông của xứ sở này cũng không quan tâm đến việc nghiên cứu sự thật lịch sử để giáo dục con em chúng về những tội phạm chiến tranh của Mỹ tại Đông Dương.	Trong giới truyền thông của đất nước này, những người đứng đầu cũng không đặc biệt quan tâm đến việc khám phá sự thật lịch sử để dạy dỗ thế hệ sau về các hành vi chiến tranh của Mỹ tại Đông Dương.	3	Truyền Thông
888	Những người cầm lái dư luận trong giới truyền thông của xứ sở này cũng không quan tâm đến việc nghiên cứu sự thật lịch sử để giáo dục con em chúng về những tội phạm chiến tranh của Mỹ tại Đông Dương.	Trong giới truyền thông của đất nước này, các nhà lãnh đạo ý thức cũng rất quan tâm đến việc nghiên cứu sự thật lịch sử để tận dụng trong việc giáo dục con em về những tội phạm chiến tranh của Mỹ tại Đông Dương.	1	Truyền Thông
889	Những người cầm lái dư luận trong giới truyền thông của xứ sở này cũng không quan tâm đến việc nghiên cứu sự thật lịch sử để giáo dục con em chúng về những tội phạm chiến tranh của Mỹ tại Đông Dương.	Ngày nay nhờ dịch vụ Internet phát triển nên việc truyền thông đã trở nên dễ dàng hơn mọi người nắm bắt được tin tức nhanh chóng.	0	Truyền Thông
890	Hiện nay trên địa bàn TP. Hồ Chí Minh có khoảng 500 km sông, kênh rạch đang bị san lấp một cách không tuân thủ pháp luật, trái phép dưới mọi hình thức.	 Hiện nay, trên lãnh thổ của Thành phố Hồ Chí Minh, có khoảng 500 km sông, kênh rạch đang bị lấp đầy một cách bất hợp pháp, không tuân thủ quy định pháp luật.	4	Pháp Luật
891	Hiện nay trên địa bàn TP. Hồ Chí Minh có khoảng 500 km sông, kênh rạch đang bị san lấp một cách không tuân thủ pháp luật, trái phép dưới mọi hình thức.	Hiện tại, trên lãnh thổ của TP. Hồ Chí Minh, không có sự lấp đầy trái phép của các dòng sông và kênh rạch, mọi hoạt động đều tuân thủ pháp luật và được thực hiện theo quy định chính thức.	0	Pháp Luật
892	Hiện nay trên địa bàn TP. Hồ Chí Minh có khoảng 500 km sông, kênh rạch đang bị san lấp một cách không tuân thủ pháp luật, trái phép dưới mọi hình thức.	Mọi người đang xây dựng trái phép các kênh rạch mà không có sự cho phép của nhà nước.	2	Pháp Luật
893	Đây là lần đầu tiên chính quyền một địa phương ở Phú Yên bị nhiều người dân khởi kiện cùng lúc với cùng một nội dung.	Đây là lần đầu tiên chính quyền một địa phương ở Phú Yên bị nhiều công dân khởi kiện đồng thời với cùng một nội dung.	4	Pháp Luật
894	Đây là lần đầu tiên chính quyền một địa phương ở Phú Yên bị nhiều người dân khởi kiện cùng lúc với cùng một nội dung.	Đây là lần cuối cùng chính quyền một địa phương ở Phú Yên được nhiều người dân khởi kiện đồng thời với cùng một nội dung.	0	Pháp Luật
895	Đây là lần đầu tiên chính quyền một địa phương ở Phú Yên bị nhiều người dân khởi kiện cùng lúc với cùng một nội dung.	Ở Phú Yên mọi người dường như sống không có xung đột nào nên chuyện ra toà khởi kiện là điều không bao giờ xảy ra.	1	Pháp Luật
896	Theo phân công, Nguyễn Văn Dũi chịu trách nhiệm về hồ sơ xuất nhập cảnh. Mỗi lần xử lý một bộ hồ sơ xuất nhập cảnh về tàu xăng dầu, Dũi nhận được 100 triệu đồng.	Trong phân công công việc, Nguyễn Văn Dũi được giao nhiệm vụ liên quan đến việc xử lý hồ sơ xuất nhập cảnh. Mỗi lần xử lý một bộ hồ sơ xuất nhập cảnh về tàu xăng dầu, Dũi nhận được 100 triệu đồng.	4	Pháp Luật
897	Theo phân công, Nguyễn Văn Dũi chịu trách nhiệm về hồ sơ xuất nhập cảnh. Mỗi lần xử lý một bộ hồ sơ xuất nhập cảnh về tàu xăng dầu, Dũi nhận được 100 triệu đồng.	Theo phân công, Nguyễn Văn Dũi lo hồ sơ xuất nhập cảnh, và mỗi khi xử lý một bộ hồ sơ xuất nhập cảnh liên quan đến tàu xăng dầu, Dũi được trả 100 triệu đồng.	3	Pháp Luật
898	Theo phân công, Nguyễn Văn Dũi chịu trách nhiệm về hồ sơ xuất nhập cảnh. Mỗi lần xử lý một bộ hồ sơ xuất nhập cảnh về tàu xăng dầu, Dũi nhận được 100 triệu đồng.	Dạo gần đây việc nhập cảnh trái phép đã có ở nhiều quốc gia.	1	Pháp Luật
899	Thông báo này không chỉ ra nguyên nhân và tác nhân gây cháy, nhưng có thể liên quan đến con người vì mọi nguyên nhân khác đã được loại trừ.	Thông báo này không chỉ xác định nguyên nhân và tác nhân gây ra vụ cháy, nhưng có thể có mối liên hệ với con người vì tất cả các nguyên nhân khác đã bị loại bỏ.	4	Đời Sống
900	Thông báo này không chỉ ra nguyên nhân và tác nhân gây cháy, nhưng có thể liên quan đến con người vì mọi nguyên nhân khác đã được loại trừ.	Thông điệp này chỉ ra rõ nguyên nhân và tác nhân gây ra vụ cháy, không có sự liên quan nào đến con người vì mọi nguyên nhân khác đã được loại bỏ.	0	Đời Sống
901	Thông báo này không chỉ ra nguyên nhân và tác nhân gây cháy, nhưng có thể liên quan đến con người vì mọi nguyên nhân khác đã được loại trừ.	Đa số các vụ cháy là do sơ xuất của con người.	1	Đời Sống
902	Dự kiến tổng kinh phí đầu tư khoảng 5 tỷ đồng, công trình sẽ thi công và đưa vào sử dụng trong năm 2005.	Dự tính tổng kinh phí đầu tư khoảng 5 tỷ đồng, công trình sẽ được triển khai và hoàn thành vào năm 2005.	4	Xây Dựng
903	Dự kiến tổng kinh phí đầu tư khoảng 5 tỷ đồng, công trình sẽ thi công và đưa vào sử dụng trong năm 2005.	Dự kiến tổng kinh phí đầu tư là 5 tỷ đồng, tuy nhiên, công trình không thể tiến hành thi công và sử dụng vào năm 2005.	1	Xây Dựng
904	Dự kiến tổng kinh phí đầu tư khoảng 5 tỷ đồng, công trình sẽ thi công và đưa vào sử dụng trong năm 2005.	Các công trình đang được xây dựng dự kiến sẽ hoàn thành vào cuối năm nay.	1	Xây Dựng
905	Được biết, giao lộ Hoà Bình - Luỹ Bán Bích là một trong 10 điểm ùn tắc giao thông đứng đầu TP. Hồ Chí Minh.	Được thông tin, giao lộ Hoà Bình - Luỹ Bán Bích đứng đầu trong danh sách 10 điểm giao thông ùn tắc tại TP. Hồ Chí Minh.	3	Giao Thông
906	Được biết, giao lộ Hoà Bình - Luỹ Bán Bích là một trong 10 điểm ùn tắc giao thông đứng đầu TP. Hồ Chí Minh.	Giao lộ Hoà Bình - Luỹ Bán Bích không phải là một trong 10 điểm ùn tắc giao thông đứng đầu TP. Hồ Chí Minh.	0	Giao Thông
907	Được biết, giao lộ Hoà Bình - Luỹ Bán Bích là một trong 10 điểm ùn tắc giao thông đứng đầu TP. Hồ Chí Minh.	Việc ùn tắc giao thông không phải vấn đề giải quyết trong thoáng chốc.	1	Giao Thông
908	Nhiều xóm nhà dọc bờ sông Tiền, các ngả kênh đã bị ngập, mấp mé mực nước lũ phải bắc cầu khỉ đi lại, nâng sàn nhà.	Có nhiều hộ dân ven sông Tiền, các kênh đều chịu ảnh hưởng của lũ, khiến cho mực nước tăng cao, buộc phải sửa lại sàn nhà và tạo đường đi mới.	4	Thiên Nhiên
909	Nhiều xóm nhà dọc bờ sông Tiền, các ngả kênh đã bị ngập, mấp mé mực nước lũ phải bắc cầu khỉ đi lại, nâng sàn nhà.	Mặc dù nhiều khu vực ven sông Tiền bị ngập, tuy nhiên, mực nước lũ không đủ cao để bắt buộc người dân phải đi qua cầu khỉ và nâng cao sàn nhà.	0	Thiên Nhiên
910	Nhiều xóm nhà dọc bờ sông Tiền, các ngả kênh đã bị ngập, mấp mé mực nước lũ phải bắc cầu khỉ đi lại, nâng sàn nhà.	Các con sông sau khi lũ đến mang nhiều phù sa từ trên cao nguyên đổ xuống đồng bằng.	1	Thiên Nhiên
911	Những căn hộ cao cấp cũng đang gặp phải tình trạng tương tự, giá thuê liên tục tăng cao.	Các căn hộ cao cấp cũng đang trải qua tình trạng tương tự, giá thuê liên tục tăng cao.	4	Đời Sống
912	Những căn hộ cao cấp cũng đang gặp phải tình trạng tương tự, giá thuê liên tục tăng cao.	Không có căn hộ cao cấp nào gặp phải tình trạng tương tự, giá thuê đang giảm dần.	0	Đời Sống
913	Những căn hộ cao cấp cũng đang gặp phải tình trạng tương tự, giá thuê liên tục tăng cao.	Việc kiếm được một căn hộ giá rẻ ở trung tâm thành phố thật là điều khá khó khăn.	2	Đời Sống
914	Cơ quan chức năng buộc nhà thầu phải xây dựng lại từ đầu và chịu toàn bộ phí tổn đập bỏ lẫn chi phí mới.	Cơ quan chức năng yêu cầu nhà thầu phải xây dựng lại từ đầu và chịu toàn bộ chi phí đập bỏ và chi phí mới.	4	Xây Dựng
915	Cơ quan chức năng buộc nhà thầu phải xây dựng lại từ đầu và chịu toàn bộ phí tổn đập bỏ lẫn chi phí mới.	Cơ quan chức năng tha thứ cho nhà thầu và không yêu cầu họ chịu bất kỳ chi phí nào liên quan đến việc xây dựng lại công trình.	0	Xây Dựng
916	Cơ quan chức năng buộc nhà thầu phải xây dựng lại từ đầu và chịu toàn bộ phí tổn đập bỏ lẫn chi phí mới.	Sau khi nhận được một số tiền cho việc xây dựng các chủ thầu đã bỏ trốn.	1	Xây Dựng
917	Thể hiện trong biên bản nghiệm thu công trình gồm có phần kiến trúc (tổng diện tích sàn xây dựng thực tế, các tầng, bao gồm...).	Trong biên bản nghiệm thu công trình, phần kiến trúc được thể hiện bao gồm tổng diện tích sàn xây dựng thực tế và các tầng.	4	Xây Dựng
918	Thể hiện trong biên bản nghiệm thu công trình gồm có phần kiến trúc (tổng diện tích sàn xây dựng thực tế, các tầng, bao gồm...).	Trong biên bản nghiệm thu công trình, không có phần kiến trúc được thể hiện, chỉ ghi lại tổng diện tích sàn xây dựng thực tế mà không đề cập đến các tầng.	1	Xây Dựng
919	Thể hiện trong biên bản nghiệm thu công trình gồm có phần kiến trúc (tổng diện tích sàn xây dựng thực tế, các tầng, bao gồm...).	Các công trình xây dựng luôn được giám sát chặt chẽ.	0	Xây Dựng
920	Thực tế, rất nhiều hồ sơ của người dân bị ngâm kéo dài vài chục ngày, thậm chí vài tháng, nhất là các hồ sơ về nhà đất, xây dựng.	Trong thực tế, đa số hồ sơ của cư dân đang chờ xử lý đã bị trì hoãn trong thời gian dài, thậm chí kéo dài hàng chục ngày, thậm chí cả vài tháng, đặc biệt là những hồ sơ liên quan đến bất động sản và xây dựng.	4	Đời Sống
921	Thực tế, rất nhiều hồ sơ của người dân bị ngâm kéo dài vài chục ngày, thậm chí vài tháng, nhất là các hồ sơ về nhà đất, xây dựng.	Thực tế, chỉ một ít hồ sơ của người dân bị trì hoãn trong thời gian ngắn, không quá vài ngày, thậm chí không có trường hợp nào kéo dài hàng tháng, đặc biệt là các hồ sơ về nhà đất và xây dựng.	0	Đời Sống
922	Thực tế, rất nhiều hồ sơ của người dân bị ngâm kéo dài vài chục ngày, thậm chí vài tháng, nhất là các hồ sơ về nhà đất, xây dựng.	Các hồ sơ đã được trả về cho người dân sau khi Xã đã kiểm tra.	1	Đời Sống
923	Dự khai mạc còn có Chủ tịch nước Trần Đức Lương, Chủ tịch Quốc hội Nguyễn Văn An, Thủ tướng Chính phủ Phan Văn Khải, lãnh đạo các cơ quan trung ương, các đoàn khách quốc tế, đại diện các tầng lớp nhân dân.	Dự khai mạc cũng có sự tham dự của Chủ tịch nước Trần Đức Lương, Chủ tịch Quốc hội Nguyễn Văn An, Thủ tướng Chính phủ Phan Văn Khải, lãnh đạo các cơ quan trung ương, các đoàn khách quốc tế và đại diện các tầng lớp nhân dân.	4	Đời Sống
924	Dự khai mạc còn có Chủ tịch nước Trần Đức Lương, Chủ tịch Quốc hội Nguyễn Văn An, Thủ tướng Chính phủ Phan Văn Khải, lãnh đạo các cơ quan trung ương, các đoàn khách quốc tế, đại diện các tầng lớp nhân dân.	Còn có sự tham dự của Chủ tịch nước Trần Đức Lương, Chủ tịch Quốc hội Nguyễn Văn An, Thủ tướng Chính phủ Phan Văn Khải, lãnh đạo các cơ quan trung ương, các đoàn khách quốc tế, nhưng không có sự tham gia của đại diện các tầng lớp nhân dân.	2	Đời Sống
925	Dự khai mạc còn có Chủ tịch nước Trần Đức Lương, Chủ tịch Quốc hội Nguyễn Văn An, Thủ tướng Chính phủ Phan Văn Khải, lãnh đạo các cơ quan trung ương, các đoàn khách quốc tế, đại diện các tầng lớp nhân dân.	Các buổi khai mạc sẽ được tổ chức một cách chuyên nghiệp nhất để tránh được mọi sự cố không mong muốn.	1	Đời Sống
926	Trước hai luồng quan điểm khác nhau, Phó Chủ tịch Quốc hội Nguyễn Văn Yểu "chốt": trình cả hai phương án để Quốc hội quyết định trước khi thông qua luật vào kỳ họp cuối năm.	 Trước hai luồng quan điểm khác nhau, Phó Chủ tịch Quốc hội Nguyễn Văn Yểu "chốt": trình cả hai phương án để Quốc hội quyết định trước khi thông qua luật vào kỳ họp cuối năm.	4	Pháp Luật
927	Trước hai luồng quan điểm khác nhau, Phó Chủ tịch Quốc hội Nguyễn Văn Yểu "chốt": trình cả hai phương án để Quốc hội quyết định trước khi thông qua luật vào kỳ họp cuối năm.	Trước hai luồng quan điểm khác nhau, Phó Chủ tịch Quốc hội Nguyễn Văn Yểu không đưa ra quyết định: trình một phương án để Quốc hội quyết định trước khi thông qua luật vào kỳ họp cuối năm.	0	Pháp Luật
928	Trước hai luồng quan điểm khác nhau, Phó Chủ tịch Quốc hội Nguyễn Văn Yểu "chốt": trình cả hai phương án để Quốc hội quyết định trước khi thông qua luật vào kỳ họp cuối năm.	Sau khi xem xét các quan điểm khác nhau chủ tịch đã đưa ra phương án để cải thiện việc thiếu nhân lực.	1	Pháp Luật
929	Trong hai ngày 21 và 22-9-2004 tại Viện Vệ sinh y tế công cộng TP. Hồ Chí Minh, Cục An toàn vệ sinh thực phẩm (ATVSTP), Bộ Y tế đã tổ chức tập huấn công tác quản lý ATVSTP cho các tỉnh thành phía Nam.	Trong hai ngày 21 và 22-9-2004 tại Viện Vệ sinh y tế công cộng TP. Hồ Chí Minh, Cục An toàn vệ sinh thực phẩm (ATVSTP), Bộ Y tế đã tổ chức tập huấn công tác quản lý ATVSTP cho các tỉnh thành phía Nam.	4	Y Tế
930	Trong hai ngày 21 và 22-9-2004 tại Viện Vệ sinh y tế công cộng TP. Hồ Chí Minh, Cục An toàn vệ sinh thực phẩm (ATVSTP), Bộ Y tế đã tổ chức tập huấn công tác quản lý ATVSTP cho các tỉnh thành phía Nam.	Trong hai ngày 21 và 22-9-2004 tại Viện Vệ sinh y tế công cộng TP. Hồ Chí Minh, không có tổ chức tập huấn công tác quản lý ATVSTP cho các tỉnh thành phía Nam từ Cục An toàn vệ sinh thực phẩm (ATVSTP), Bộ Y tế.	0	Y Tế
931	Trong hai ngày 21 và 22-9-2004 tại Viện Vệ sinh y tế công cộng TP. Hồ Chí Minh, Cục An toàn vệ sinh thực phẩm (ATVSTP), Bộ Y tế đã tổ chức tập huấn công tác quản lý ATVSTP cho các tỉnh thành phía Nam.	Y tế ngày nay đã được phát triển nhờ sự giúp đỡ của các thiết bị hiện đại.	1	Y Tế
932	Việc người dân bỗng dưng mất chỗ kinh doanh buôn bán; rồi chợ búa, nơi chữa bệnh, trường học cho con cháu họ ở đâu... chưa thấy đề cập.	Người dân đột ngột mất đi các cơ hội kinh doanh, cũng như không có địa điểm để mua sắm hoặc tiếp cận dịch vụ y tế và giáo dục.	4	Kinh Doanh
933	Việc người dân bỗng dưng mất chỗ kinh doanh buôn bán; rồi chợ búa, nơi chữa bệnh, trường học cho con cháu họ ở đâu... chưa thấy đề cập.	Người dân không gặp khó khăn gì về việc kinh doanh, cũng như không bị ảnh hưởng đến việc mua sắm, điều trị bệnh hoặc học tập.	1	Kinh Doanh
934	Việc người dân bỗng dưng mất chỗ kinh doanh buôn bán; rồi chợ búa, nơi chữa bệnh, trường học cho con cháu họ ở đâu... chưa thấy đề cập.	Việc kinh doanh ngày nay trở nên dễ dàng hơn nhờ sự phát triện của mạng Internet.	1	Kinh Doanh
