1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc	0.7488797	Hình học
336	Nhật Bản được mệnh danh là một đất nước sạch.	Nhiều bộ phim hoạt hình hay đều xuất phát từ Nhật Bản.	0.6569565	Tin Tức
337	Cao tốc Vân Đồn - Móng Cái dài gần 80km, được trang bị, đầu tư đồng bộ hệ thống điện chiếu sáng dọc tuyến.	Đường cao tốc Hà Nội - Hải Phòng hay còn gọi là Quốc lộ 5B, là một trong 6 tuyến cao tốc được xây dựng theo quy hoạch tại miền Bắc Việt Nam.	0.7758519	Tin Tức
338	Công chức, viên chức sẽ nghỉ Tết từ ngày 21/1/2023  đến hết  ngày 29/1/2023 dương lịch.	Học sinh, sinh viên cũng sẽ có số ngày nghỉ lễ 2/9 như của giáo viên, giảng viên.	0.767939	Tin Tức
339	Tuấn Hưng làm phó chủ tịch hội nghệ sĩ trẻ Hà Nội.	Bộ Quốc phòng tạm hoãn xét nghĩa vụ quân sự theo đề xuất của Bộ Giáo dục.	0.70613134	Tin Tức
340	Triệu phú toàn cầu sẽ tăng vào năm 2026.	Giá xăng ngày mai có thể giảm 3 lần liên tiếp.	0.6406657	Tin Tức
341	Biểu hiện hay gặp nhất của ung thư phổi là ho kéo dài nhưng rất nhiều người hay chủ quan nghĩ rằng ho do viêm họng	Mọi người chủ quan nghĩ rằng ho kéo dài là do viêm họng nhưng đó là biểu hiện hay gặp nhất của ung thư phổi	0.9716085	Sức Khoẻ
342	Để tận dụng tối đa lợi ích của bữa ăn nhẹ lúc chiều, tốt hơn hết bạn không nên ăn nhẹ khi đang đứng hoặc ngồi trước máy tính	Bạn không nên ăn nhẹ khi đang đứng hoặc ngồi trước máy tính để đảm bảo tối đa lợi ích của bữa ăn nhẹ lúc chiều 	0.94247174	Sức Khoẻ
343	Bệnh viện là không gian trong đó tất cả các loại dịch vụ liên quan đến sức khỏe được phát triển	Bệnh viện là một tổ chức chăm sóc sức khỏe cung cấp điều trị bệnh nhân với các nhân viên y tế và điều dưỡng chuyên ngành và thiết bị y tế	0.85890245	Sức Khoẻ
344	Tế bào là đơn vị cấu tạo cơ bản của mọi sinh vật	Tế bào là đơn vị nhỏ nhất của sự sống có khả năng phân chia độc lập	0.8879489	Khoa Học
345	Tác hại của cà pháo đối với sức khỏe là vô cùng lớn	 Một tách cà phê vào buổi sáng giúp tỉnh táo hơn	0.6117949	Sức Khoẻ
346	Trí nhớ giảm sút là hiện tượng người bệnh hay quên, khó tập trung, lơ đễnh	Đề phòng đâu cổ chân khí sút bóng quá mạnh	0.65737164	Sức Khoẻ
347	Những món ăn được chế biến từ thịt chim bồ câu có tác dụng bồi bổ cơ thể rất tốt  người cao tuổi và trẻ em hoặc những người mới ốm dậy	Rau câu là một món tráng miệng rất ngon và mát vào mùa hè	0.7733872	Sức Khoẻ
348	Tai nạn bất ngờ, xuất hiện cơn khó thở trong đêm, ngộ độc thức ăn, sốc phản vệ…là những ca cấp cứu khẩn cấp đối với tính mạng và sức khỏe lâu dài của một người	Người ta biết đến ca giấy với những đặc tính bảo vệ sức khỏe con người so với ca nhựa thông thường	0.7926799	Sức Khoẻ
349	Tài sản lớn nhất của đời người là sức khỏe và trí tuệ	An toàn giao thông là hạnh phúc của mọi nhà	0.58585465	Sức Khoẻ
350	Để tận dụng tối đa lợi ích của bữa ăn nhẹ lúc chiều, tốt hơn hết bạn không nên ăn nhẹ khi đang đứng hoặc ngồi trước máy tính	Tai nạn giao thông là nguyên nhân gây tử vong hàng đầu	0.611874	Sức Khoẻ
351	Đài truyền hình VN chịu sự quản lý nhà nước của bộ Thông Tin và Truyền Thông	Bộ Thông Tin và Truyền Thông quản lý Đài truyền hình Việt Nam	0.92058897	Tin Tức
352	MegaCar Koeniggsegs Jesko Absolut được sự đoán sẽ vượt qua kỷ lục tốc độ của Bugatti Chiron 300+ 	Kỷ lục tốc độ của Bugatti Chiron 300+ có thể bị phá vỡ bởi siêu xe Koeniggseg Jesko Absolut	0.9253494	Tin Tức
353	Khi xưa, nhà Lý cho đắp đê sông hồng để phòng ngừa lũ lụt	Nhân dân Đại Việt thời vua Lý Nhân Tông hoàn thành con đê sông Hồng đầu tiên vào năm 1108	0.8111737	Lịch Sử
354	Bác Hồ chính là người cha già vĩ đại đã dẫn dắt dân tộc Việt Nam ta bước qua cảnh lầm than, đến với tự do và độc lập	Chủ tịch Hồ Chí Minh là người đã giải phóng dân tộc ta khỏi ách thống trị của thực dân xâm lược	0.8777178	Lịch Sử
355	Chiến dịch làm sạch hồ Tây của thành phố Hà Nội chính thức bắt đầu	Hồ Tây là điểm đến lý tưởng của các du khách nước ngoài	0.740152	Du Lịch
356	Đội tuyển toán Việt Nam đứng thứ 4 trong cuộc thi Olympic toán quốc tế	Sau 19 năm, đội tuyển toán việt Nam có thí sinh đạt điểm tối đa trong cuộc thi toán Olympic quốc tế	0.9081258	Tin Tức
357	Phạm nhân Triệu Quân Sự lại trốn khỏi trại giam	Thụy Điển đóng cửa bốn nhà tù vì quá ít phạm nhân	0.800632	Tin Tức
358	Hai đứa trẻ lớn lên nơi thành thị khó mà quen được với cuộc sống ở nông thôn	Tuổi thơ của chị là chiến tranh, bom đạn, chết chóc và hình ảnh người mẹ còng lưng nhặt từng hạt thóc để nuôi bốn đứa con ăn học.	0.7587718	Tin Tức
359	Cự thủ tướng Nhật Bản Shinzo Abe qua đời	Lạm phát ở Mỹ iên tục tăng cao trong 2 tháng	0.30151466	Tin Tức
360	Trung Quốc tổ chức cuộc tập trận quanh Đài Loan	Hơn 5 giờ sáng, các sinh viên đã đứng chờ đăng ký nhập học	0.60075235	Tin Tức
361	Mũ bảo hiểm của Shellios Technolabs giúp người lái xe môtô bảo vệ sức khỏe khi tham gia giao thông trên những con đường đầy ắp khói bụi.	Giúp con người tham gia giao thông trên con đường đầy ắp khói bụi là mũ bảo hiểm của Shellios Technolabs	0.9250669	Tin Tức
362	Robot OceanOneK của phòng thí nghiệm Stanford Robotics có thể lặn sâu một kilomet để thu hồi cổ vật, thám hiểm xác tàu đắm và sửa chữa công trình dưới biển.	Phòng thí nghiệm Stanfort Robotics phát minh ra robot oceanonek có thể lặn sâu một kilomet để thu hồi cổ vật, thám hiểm xác tàu đắm và sửa chữa công trình dưới biển.	0.97665274	Tin Tức
363	Khoa học giúp con người phát triển về nhiều mặt của đời sống.	Con người có cuộc sống tốt hơn nhờ sự phát triển của khoa học.	0.8694649	Khoa Học
364	Ngày 20/7/1969, Armstrong trở thành người đầu tiên đặt chân xuống Mặt Trăng 	Người đầu tiên đặt chân xuống mặt trăng là Armstrong .	0.8265903	Khoa Học
365	Những hóa thạch càng cổ thì càng nằm sâu dưới các lớp đá.	Công viên hóa thạch khủng long nằm tại tỉnh Alberta của Canada được ví như một thánh địa của loài khủng long.	0.72468084	Khoa Học
366	Than đá là khoáng sản của Việt Nam	Tha đá tập chung nhiều nhất ở Quang Ninh	0.65718806	Khoa Học
367	Mặt trăng xoay quanh trái đất.	 Trái đất có 70% bề mặt là nước .	0.6660942	Khoa Học
368	Vaccin covid là một phát minh lớn giúp con người thoát khỏi sự diệt vong do covid gây ra.	Vaccine Pfizer (BNT162b2) là một trong số những ứng cử viên hứa hẹn nhất trong “cuộc đua” sản xuất vắc xin phòng đại dịch Covid-19.	0.75295544	Khoa Học
369	Phát hiện trứng khủng long chứa pha lê tại Trung Quốc.	Tiêm vắc-xin phòng chống cúm bắt đầu vào những năm 1930 với quy mô lớn ở Hoa Kỳ bắt đầu vào năm 1945.	0.6287285	Tin Tức
370	Zuckerberg cho ra đời Facebook trong phòng ký túc xá của mình tại Đại học Harvard vào ngày 4 tháng 2 năm 2004.	Vịnh Hạ Long là một vịnh nhỏ thuộc phần bờ tây vịnh Bắc Bộ tại khu vực biển Đông Bắc Việt Nam, bao gồm vùng biển đảo của thành phố Hạ Long thuộc tỉnh Quảng Ninh.	0.6698977	Tin Tức
371	Các tác phẩm văn học thời chiến thường phản ảnh về những chế độ phong kiến man dợ.	Trong thời chiến các chế độ phong kiến man dợ được phản ảnh qua nhiều tác phẩm văn học. 	0.9507786	Văn Học
372	Văn học sẽ không là gì cả nếu không vì cuộc đời mà có.	Cuộc đời là nơi xuất phát và cũng là nơi đi tới của văn học.	0.7537995	Văn Học
373	Những nhà văn có lập trường tư tưởng khác nhau, thậm chí đối nghịch nhau vẫn có thể cùng viết về một đề tài	Một đề tài có thể được làm bởi nhiều nhà văn mặc dù họ có tư tưởng và lập trường đối nghịch nhau.	0.93480194	Văn Học
374	Ðề tài có tính khách quan vì bản thân nó chưa thể hiện tính tư tưởng	Tính tư tưởng của đề tài không nằm ở tính khách quan của nó.	0.86508036	Văn Học
375	Có lẽ Nguyễn Ðình Thi là cây bút sinh ra để làm thơ, soạn nhạc hơn là viết văn xuôi.	Nhiều người có tài năng bẩm sinh là để làm thơ và soạn nhạc.	0.84004533	Văn Học
376	Tắt đèn của Ngô Tất Tố tập trung phản ánh số phận bi thảm của người nông dân do chế độ sưu thuế.	Thời Phong kiến có nhiều chế độ bóc lột sức những người nông dân vô tội và nghèo.	0.87011874	Văn Học
377	Nếu tác giả không có lối đi riêng thì người đó không bao giờ là nhà văn cả.	Một người muốn thành công thì phải tìm được lối đi cho chính mình	0.76677835	Văn Học
378	Tác phẩm chân chính không kết thúc ở trang cuối cùng, không bao giờ hết khả năng kể chuyện khi câu chuyện về các nhân vật đã kết thúc.	Những tác phẩm được sáng tác bằng tâm hồn và tài năng của tác giả thì sẽ được lưu dấu đến mãi mãi.	0.75109714	Văn Học
379	Trong cuộc sống văn học luôn giúp ta cảm thấy yêu đời và hiểu rõ thế giới nội tâm.	Không ai là giỏi nếu không có sự nỗ lực và kiên trì	0.71214026	Văn Học
380	Nền văn học việt nam phát triển và đề cập đến vấn đề xã hội theo từng thời đại.	Văn học là tâm hồn và là cảm hứng của các nhà văn.	0.7313988	Văn Học
381	Đi đâu không quan trọng, quan trọng là được đi cùng nhau.	Du lịch cùng nhau để có những khoảnh khắc đáng nhớ cùng nhau.	0.750924	Du Lịch
382	Ai cũng phải đu di lịch để học hỏi.	Cách sống hướng ngoại mà một chuyến du lịch có thể dạy bạn.  	0.68407726	Du Lịch
383	Không gì giúp phát triển trí thông minh như là đi du lịch	Ai cũng phải đu di lịch để học hỏi	0.6357712	Du Lịch
384	Kỳ tích sẽ xuất hiện từ sự chinh phục khó khăn	Khó khăn không trường tồn, chỉ có con người cứng rắn trường tồn.	0.7114092	Du Lịch
385	Du lịch đem lại nhận thức bảo vệ môi trường và động vật	 Việc đi du lịch giúp bạn thấu hiểu bản thân	0.7288349	Du Lịch
386	du lịch làm ta cảm thấy yêu thương những sinh mệnh xung quanh	Đi đó đây là ta mở mang đầu óc 	0.64596343	Du Lịch
387	du lịch là một cách xả stress tốt nhất	Ai được đi nhiều nơi suy nghĩ của họ sẽ rất khác	0.7139752	Du Lịch
388	để có tâm trạng thoải mái chúng ta nên đi nhiều nơi	Đi xa giúp ta thay đổi cách nhìn về thế giới	0.7477714	Du Lịch
389	Đi nhiều nơi giúp ta mở mang thêm kiến thức 	Dubai là một đất nước nên tới để du lịch	0.65624136	Du Lịch
390	Việt nam có nhiều địa điểm du lịch thú vị	Việt nam có nhiều danh lam thắng cảnh đẹp 	0.8609122	Du Lịch
391	Mancity được đánh giá mạnh hơn trước Mu trong trận đại chiến	Mancity được nhận định là kèo trên trong trận đại chiến với Mu	0.9063087	Thể Thao
392	Bước tiến đầu tiên của Nga ở  tỉnh Kharkiv sau đợt phản công của quân đội Ukraina	Nga đạt được thành công đầu tiên ở tỉnh Kharkiv	0.85154194	Tin Tức
393	Ấn Độ: Sét đánh 21 người thiệt mạng trong 1 ngày	thảm họa thiên nhiên cụ thể là lôi sét khiến nhiều người thiệt mạng tại ấn độ	0.69778264	Tin Tức
394	Dự báo thị trường xuất khẩu dệt may 4 tháng cuối năm và năm 2023 khá trầm lắng	Thị trường xuất khẩu dệt may khá trầm vào cuối năm	0.91894364	Tin Tức
395	Giá xăng dầu giảm mạnh trong sáng ngày 21/9	Giá vàng ngày 20/9 :Giá vàng thế giới và trong nước giảm nhẹ	0.8338281	Tin Tức
396	Giá lúa gạo ngày 20/9 : dầu thô trong nước tăng 100đ/1L	Giá lúa gạo ngày 20/9 : Giá gạo trong nước giảm nhẹ	0.8485284	Tin Tức
397	học giỏi toán giúp ích rất lớn cho lập trình 	Đoàn thể thao Olympic toán Việt Nam đạt giải	0.64326954	Khoa Học
398	Miền Bắc đón không khí lạnh đầu tiên	Thời tiết miền bắc thay đổi để chuẩn bị chuyển đông	0.6738589	Tin Tức
399	Đã có 24 người mất mạng tại vụ cháy karaoke bình dương	Đội các siêu sao Dormund đã có mặt tại Việt Nam	0.60017085	Tin Tức
400	Di dân các tỉnh miền Trung để tránh siêu bão noru	Đội tuyển Việt Nam thắng đậm singapore trong trận giao hữu	0.5616915	Tin Tức
401	Tai nạn giao thông đang diễn ra hằng ngày gây thiệt hại rất lớn đến tính mạng con người	Giao thông an toàn – Bảo đảm tính mạng con người	0.7893836	Tin Tức
402	Người tham gia giao thông sử dụng rượu bia khi tham gia giao thông, chạy xe quá tốc độ cho phép là những nguyên nhân dẫn đến tai nạn giao thông.	Những nguyên nhân dẫn đến tai nạn giao thông trong đó có sử dụng rượi bia và chạy xe quá tốc độ	0.92197806	Tin Tức
403	Để tránh chấn thương sọ não. Hãy đội Mũ bảo hiểm	Hãy đội mũ bảo hiểm trước khi mọi chuyện trở nên quá muộn	0.6992028	Tin Tức
404	Tai nạn giao thông là nguyên nhân gây tử vong hàng đầu 	Gần 20.000 người chết vì tai nạn giao thông mỗi năm. Hãy tham gia giao thông an toàn.	0.74916614	Tin Tức
405	Hãy chấp hành nghiêm luật giao thông đường bộ	Phía trước tay lái là sự sống. Hãy lái xe bằng cả trái tim	0.6212398	Tin Tức
406	Đội mũ bảo hiểm đạt chuẩn khi đi mô tô, xe gắn máy, xe đạp điện	Thắt dây an toàn khi ngồi trên xe ô tô	0.798103	Tin Tức
407	Lái xe an toàn vì nụ cười trẻ thơ và thế giới ngày mai	Vấn đề an toàn giao thông luôn là nỗi lo hàng đầu của cả nước	0.7244257	Tin Tức
408	Tuyên truyền về an toàn giao thông là một trong những biện pháp giáo dục giúp thấm nhuần ý thức cho con người	Quan sát tuân thủ đúng quy định an toàn khi vượt qua đường sắt	0.7699727	TIn Tức
409	An toàn giao thông là hạnh phúc của mọi nhà	Đừng ngại thất bại, đó là con đường dẫn đến thành công	 0.7169737	Tin Tức
410	Vì ngày mai hạnh phúc, hãy chấp hành tốt Luật Giao thông ngay hôm nay	Mọi công việc thành đạt đều nhờ sự kiên trì và lòng say mê	0.72905743	Tin Tức
411	Ford quay lại sân chơi đua xe F1 chuyên nghiệp bằng động cơ mới	Với động cơ mới Ford đã trở lại sân chơi đua xe F1	0.9490868	Tin Tức
412	Rashford không việt vị trong pha đánh đầu mở tỉ số	Pha đánh đầu mở tỉ số cho MU Rashford đã phá bẫy việt vị thành công	0.92091256	Thể Thao
413	Thắng lợi 2 sao giúp MU phục hận kình địch Leeds	MU đánh bại Leeds với cách biệt 2 bàn	0.82285225	Thể Thao
414	Những bàn thắng cuối trận giúp đội nhà có được chiến thắng trước đối thủ	Đội nhà dành thắng lợi nhờ vào những bàn thắng cuối trận đấu để giữ vững ngôi đầu bảng một cách thuyết phục	0.9008924	Thể Thao
415	FPT Shop Ưu đãi đến 50% laptop cho sinh viên cùng nhiều phần quà hấp dẫn	Sinh viên có thể được giảm lên tới 50% khi mua laptop tại FPT Shop	0.86330664	Tin Tức
416	Weghorst mừng hụt bàn thắng cuối trận khi anh rơi vào thế việt vị	Bàn thắng không được công nhận vì Weghorst đã rơi vào thế việt vị	0.9060909	Thể Thao
417	Rashford đã không đuổi theo trái bóng vì biết mình ở vị trí việt vị sau đường chuyền của đội trưởng Fernandes	Biết mình việt vị Rashford đã không tham gia vào pha bóng đó	0.8062438	Thể Thao
418	Cú sút tuyệt đẹp nhưng rất tiếc nó đã không thành bàn thắng	Thủ môn đã xuất sắc cản phá một siêu phẩm	0.47754127	Thể Thao
419	Rộ tin đồn Apple tìm ra cách lách luật dù bị buộc sử dụng cổng USB-C	Bị buộc sử dụng cổng USB-C Apple đã tìm ra cách lách luật	0.9352573	Tin Tức
420	Đường đua AI càng lúc càng nóng khi các tập đoàn Trung Quốc đồng loạt thông báo sẽ tạo ra chatbot giống với ChatGPT	ChatGPT là Chat Generative Pre-training Transformer - một chatbot do công ty khởi nghiệp OpenAI phát triển	0.7869607	Tin Tức
421	Sức hút của ChatGPT vẫn ngày một tăng lên, nhiều người truyền tai nhau về mức độ thông minh của con AI này đã khiến cho tính tò mò muốn được trải nghiệm	ChatGPT vẫn chưa sử dụng được tại Việt Nam	0.58787316	Tin Tức
422	Sắp tới bạn có thể nhờ ChatGPT soạn thảo văn bản ngay trong Microsoft Office!	Sắp tới Microsoft Office sẽ được tích hợp AI	 0.6495594	Tin Tức
423	Đặt trước ngay iPhone 14 Pro Max để được ưu đãi	Mua ngay iPhone 14 Pro Max với 32 triệu đồng	0.85345674	Tin Tức
424	Trái đất có 70% là nước trong đó nước có thể uống được chiếm một phần nhỏ	Ô nhiễm nguồn nước là một vấn đề đáng báo động	0.65344894	Khoa Học
425	Covid 19 xảy ra như một cuộc chiến tranh thế giới thứ 3	Rất nhiều người thiệt mạng vì Covid 19	 0.7379437	Tin Tức
426	Đêm nay cơn bão sẽ đổ bộ về miền Trung nước ta	Miền Trung sẽ phải đón một cơn bão trong đêm nay	0.886963	Tin Tức
427	Messi trong một ngày được nâng cao chiếc cup vô địch thế giới	Messi được nâng cao danh hiệu vô dịch World Cup	 0.8432684	Thể Thao
428	Đội tuyển đức một lần nữa lại phải về nước khi không thể vượt qua vòng bảng	Năm thứ 2 liên tiếp đội tuyển Đức không thể vượt qua vòng bảng World Cup	0.823565	Thể Thao
429	Gã hàng xóm ồn ào đã bị MU dạy cho một bài học với chiến thắng 2-1	MU chiến thắng trước MC với tỉ số 2-1	0.74975514	Thể Thao
430	Bình luận viên đã hô lên rất lớn khi Việt Nam ghi bàn thắng mở tỉ số	Bình luận viên rất xúc động khi Việt Nam ghi bàn	 0.85693973	Thể Thao
431	Cuộc đào thoát của phi công Liên Xô lái chiếc máy bay tối mật nhưng hạ cánh nhầm xuống sân bay NATO	Một sai lầm chết người của phi công Liên Xô	0.7708674	Tin Tức
432	Nội bộ dậy sóng vì Neymar	Tiền đạo Neymar tranh cãi gay gắt với giám đốc thể thao sau trận thua xấu hổ	0.6427955	Tin Tức
433	VAR không kẻ vạch việt vị trong trận hoà của Arsenal	Arsenal bị oan khi VAR mắc sai lầm	0.79884696	Thể Thao
434	Liverpool là câu lạc bộ được hưởng lợi nhiều nhất từ công nghệ VAR	Công nghệ VAR giúp bóng đá trở lên công bằng hơn	0.752252	Thể Thao
435	Manutd là đội duy nhất ở Châu Âu vẫn còn thi đấu ở mọi đấu trường mà đội bóng này tham gia	Manchester United là đội duy nhất vẫn thi đấu ở mọi đấu trường	0.90905434	Thể Thao
436	Cổ động viên Manchester United lo lắng cho tình hình chấn thương của Antony	Một chấn thương nặng của Antony làm các cổ động viên lo lắng	0.86771494	Thể Thao
437	Ronaldo đã chuyển sang Châu Á thi đấu, liệu có phải bước lùi của siêu sao người Bồ ?	Ronaldo chuyển sang thi đấu cho một đội ở Châu Á nhận mức lương cực khủng.	0.8173506	Thể Thao
438	Huấn luyện viên trưởng thừa nhận đây chắc chắn là một mùa giải khó khăn của đội bóng.	Tình hình Covid 19 dần có chuyển biến tích cực hơn bao giờ hết	0.69929844	Tin Tức
439	Vị trí trên bảng xếp hạng sẽ thay đổi liên tục trong 2 lượt trận sắp tới của Arsenal và Man City	ManUtd có thể mơ đến chiếc cup vô địch NHA mùa này nếu lượt trận Arsenal và Mancity mang kết quả thuận lợi cho họ	0.8296754	Thể Thao
440	Hàng chục con chó bị bắt trộm trong vài ngày vừa qua	Mấy ngày vừa qua những con chó bị trộm với số lượng lớn	0.8871027	Tin Tức
441	Góc khuất sau cuộc sống hào nhoáng của người mẫu lấy chồng giàu	Nguyễn Thúc Thuỳ Tiên lọt top 5 hoa hậu Việt Nam	0.5963299	Tin Tức
442	Nam thanh niên đột quỵ ngay trên bàn nhậu	Đột quỵ ngay tại bàn nhậu vì uống rượu giả	 0.8453141	Tin Tức
443	Đàm Vĩnh Hưng nghịch chim tại bể bơi	Bức ảnh chụp được ca sĩ họ Đàm đang chơi với chú chim bồ câu ở bể bơi	 0.7449099	Tin Tức
444	Lái xe khi bị tước giấy phép, tài xế tông chết người	Tài xế tông chết người trong khi đã bị tước giấy phép từ trước	0.89962494	Tin Tức
445	Chủ nhà lĩnh án tù vì đánh chết người trộm chó	Trộm chó bị chủ nhà đánh chết ngay tại chỗ	0.88068616	Tin Tức
446	Cựu chủ tịch quận hầu toà vì nhận hối lộ 500 triệu đồng	Nhận hối lộ 500 triệu đồng, cựu chủ tịch quận hầu toà	0.9208157	Tin Tức
447	Thác Bản Giốc vào top đường biên giới tự nhiên đẹp nhất	Tờ báo hàng đầu Hong Kong SCMP liệt kê những đường biên giới tự nhiên được đánh giá đẹp nhất thế giới, trong đó có thác Bản Giốc	0.8670332	Du Lịch
448	Nhóm du khách đánh nhau tại chùa Hương	Do mâu thuẫn cá nhân nhóm du khách đánh nhau ngay tại chùa	0.800518	Du Lịch
449	Vụ nổ súng khiến hơn 4000 người mất mạng	Vụ nổ súng vào đường dây mạng khiến hơn 4000 khách hàng mất kết nối internet	0.81123364	Tin Tức
450	Harry Styles thắng lớn tại Brit Awards	Harry Styles lên nhận giải ở Brit Awards	0.91618216	Tin Tức
451	Nhồi máu cơ tim cấp gây biến chứng thủng vách tim - một tổn thương hiếm gặp, không xử trí sớm sẽ nguy hiểm tới tính mạng người bệnh	Biến chứng nguy hiểm của nhồi máu cơ tim	0.8549924	Sức Khoẻ
452	Các thực phẩm có nguồn gốc thực vật giàu chất dinh dưỡng như kali, chất xơ, magie giúp giảm huyết áp, giảm hình thành cục máu đông	Chế độ ăn giàu thực vật giúp giảm nguy cơ đột quỵ	0.83000326	Sức Khoẻ
453	Ung thư thận âm thầm không biến chứng	Siêu âm phát hiện khối U to xác định ung thư thận	 0.733158	Sức Khoẻ
454	Người đàn ông 68 tuổi bị con vật đâm vào mặt trọng thương	Trâu điên húc vào mặt người đàn ông trọng thương	0.8451899	Sức Khoẻ
455	Nhiều người nói rửa mặt bằng nước muối giúp làm sạch, sáng da nhưng tôi dùng lại bị sạm, khô	Rửa mặt bằng nước muối không đúng cách bị sạm da 	0.82046723	Sức Khoẻ
456	Tôi năm nay hơn 70 tuổi nhưng chưa gặp trường hợp nào nó như thế này cả.	Giá một con chó cảnh có thể lên tới chục triệu đồng	0.71127415	Tin Tức
457	Chạy bộ giúp sức khoẻ dẻo dai hơn, giảm stress hơn	Chạy bộ giúp giấc ngủ ngon hơn	 0.7461235	Sức Khoẻ
458	Manchester United là đội vô địch Ngoại Hang Anh nhiều lần nhất	Với 20 lần vô địch, Manchester United là đội có nhiều lần nâng chiếc cup Ngoài Hạng Anh nhất	 0.86809146	Thể Thao
459	Real đã có 14 lần nâng cao chiếc cup C1 danh giá	14 lần được nâng cao chiếc cup C1	 0.8725036	Thể Thao
460	Real lập kỉ lục chưa từng có khi 3 lần liên tiếp vô địch C1	Kỉ lục chưa từng có, Real 3 lần liên tiếp vô địch C1	0.9427861	Thể Thao
461	Trầm cảm không đau đớn về thể chất nhưng sự tuyệt vọng và nỗi sợ không tên nó bào mòn cơ thể từng giây từng phút	Trầm cảm là căn bệnh đáng sợ nhất với chứng mất ngủ quái ác	0.78888524	Sức Khoẻ
462	Giá vàng thế giới có thể tiếp đà giảm	Nguời người đổ xô nhau đi mua vàng đầu năm	 0.63332736	Kinh Doanh
463	Các cây xăng chặt kín người vì giá xăng tăng vào ngày mai	Ngày mai giá xăng tăng nên hôm nay các cây xăng chặt kín người	0.93611044	Kinh Doanh
464	Môi giới bất động sản Trung Quốc tuyệt vọng vì khách không mua nhà	Các công ty địa ốc tung nhiều ưu đãi để hút khách hàng, nhưng người Trung Quốc vẫn ngần ngại vì sợ giá giảm thêm	0.8408889	Kinh Doanh
465	Facebook có thể bị 'giết chết' bởi Tiktok	Tiktok là môi đe doạ sự sống của Facebook	0.781948	Kinh Doanh
466	Chủ tịch giả làm lao công để thử lòng nhân viên	Một sai lầm chết người của nhân viên	0.75992745	Tin Tức
467	Man City rút ngắn khoảng cách với Arsenal	Khoảng cách trên bảng xếp hạng giữa Arsenal và Man City đã được rút ngắn	0.8845235	Thể Thao
468	Bàn thắng của Rashford giúp Manchester United nội ngược dòng ngoạn mục ở phút bù giờ cuối cùng	Manchester United nội ngược dòng thành công với công lớn của Rashford ở phút bù giờ cuối cùng	 0.96000224	Thể Thao
469	Felix ghi bàn thắng đầu tiên cho Chelsea	Enzo kiến tạo giúp Felix có bàn thắng đầu tiên cho Chelsea	0.9053277	Thể Thao
470	Màn trình diễn 5 sao của Enzo nhưng Chelsea vẫn bị đối thủ cầm hoà ngay tại sân nhà	Chelsea phải chia điểm cho đối thủ ngay tại sân nhà	0.85585856	Thể Thao
471	Liverpool có một mùa giải đang quên nhất trong 7 năm dẫn dắt của Klopp	Mùa giải thứ 7 của Klopp tại Liverpool thực sự đáng quên	 0.8860937	Thể Thao
472	Arsenal đang có một mùa giải thăng hoa khi họ chỉ để thua mỗi Manchester United	Manchester United là đội bóng duy nhất đánh bại được Arsenal ở mùa giải này	0.87347716	Thể Thao
473	Bàn phản lưới nhà đáng tiếc sau pha sử lý vụng về của Maguire	Maguire phản lưới nhà sau pha chuyển về có phần vụng về	0.91872513	Thể Thao
474	Dịch Covid 19 được cho là có nguồn gốc tại Trung Quốc	Trung Quốc được cho là nguồn gốc của Covid 19	0.9171993	Tin Tức
475	Apple đang có động thái cho ra mắt sản phầm iPhone thế hệ mới	iPhone thế hệ mới sắp được Apple công bố	0.80911994	Tin Tức
476	Diễn viên đóng vai người phán xử đã qua đời sau thời gian dài chiến đấu với bệnh tật	Sau thời gian dài chiến đấu với bệnh tật, diễn viên đóng vai Người phán xử đã qua đời	0.87198246	Tin Tức
477	Gần đây bán hàng online đang là xu hướng	Tình hình Covid 19 làm cho người dân có thói quen mua hàng online	0.71295756	Kinh Doanh
478	ChatGPT đang đe doạ đến trình tìm kiến của Google	Trình tìm kiếm của Google bị đe doạ bởi ChatGPT	0.92300725	Tin Tức
479	Haaland có nguy cơ bỏ lỡ trận đấu với Arsenal	Chấn thương của Haaland có thể khiến anh ấy bỏ lỡ trận đại chiến với đối thủ trực tiếp cho ngôi vô địch là Arsenal	0.74004817	Thể Thao
480	Juventus có trận thắng thứ 2 liên tiếp	Juventus đang có một mùa giải đáng buồn khi để mất điểm liên tục	0.8265714	Thể Thao
481	PSG bất ngờ thua trước Monaco	Monaco trong ngày đánh bại PSG một cách thuyết phục	0.81639206	Thể Thao
482	Các tình nguyện viên phải nằm ngủ ở gầm cầu thang	Các tình nguyện viên không có chỗ để ngủ	0.85352755	Tin Tức
483	Tottenham phả hơi nóng vào top 4 khi chiến thắng Man City	Tottenham có thể có mặt trong top 4 mùa này khi chiến thắng trước Man City	0.86517185	Thể Thao
484	Man Utd dành thắng lợi với cách biệt tối thiểu trước Tottenham	Man Utd chiến thắng Tottenham với cách biệt tối thiểu	0.9500492	Thể Thao
485	Cầu thủ bất ngờ nhận 2 thẻ vàng liên tiếp vì phản ứng với trọng tài	Cầu thủ bị đuổi khỏi sân vì phản ứng với trọng tài	0.86807597	Thể Thao
